################################################################################
# Copyright (c) 2004-2007 by Tensilica Inc.  ALL RIGHTS RESERVED.              #
# These coded instructions, statements, and computer programs are the          #
# copyrighted works and confidential proprietary information of Tensilica Inc. #
# They may not be modified, copied, reproduced, distributed, or disclosed to   #
# third parties in any manner, medium, or form, in whole or in part, without   #
# the prior written consent of Tensilica Inc.                                  #
################################################################################
# Tech     OpCond    Mem    Words Bits  Mux     Pcr     Pcw     Pci      Pa      Pd       Pleak       Area
65gp       Typical   ram     2048   25    8  11.965  12.701   0.041   1.099   0.016     415.574   85814.84
65gp       Typical   ram     2048   26    8  12.225  13.009   0.041   1.137   0.016     417.503   88088.76
65gp       Typical   ram     2048   27    8  12.484  13.316   0.041   1.175   0.016     419.406   90362.68
65gp       Typical   ram     2048   28    8  12.742  13.624   0.041   1.212   0.016     421.284   92636.60
65gp       Typical   ram     2048   29    8  13.002  13.931   0.041   1.249   0.016     423.136   94910.53
65gp       Typical   ram     2048   30    8  13.261  14.237   0.041   1.287   0.016     424.965   97184.45
65gp       Typical   ram     2048   31    8  13.519  14.545   0.041   1.324   0.016     426.770   99458.37
65gp       Typical   ram     2048   32    8  13.779  14.852   0.041   1.362   0.016     428.552  101732.29
65gp       Typical   ram     2048   64    8  22.056  24.688   0.040   2.556   0.015     476.641  174497.80
65gp       Typical   ram     2048  128    8  38.790  44.720   0.042   5.052   0.015     546.361  320028.80
65gp       Typical   ram     4096    4   16   7.915   7.248   0.038   0.606   0.037     370.477   47158.16
65gp       Typical   ram     4096    8    8  10.027  10.179   0.038   0.950   0.032     729.131   79184.01
65gp       Typical   ram     4096   12    8  11.193  11.557   0.038   0.950   0.024     749.228   94456.72
65gp       Typical   ram     4096   16    8  12.358  12.935   0.038   0.950   0.020     768.147  109729.44
65gp       Typical   ram     4096   17    8  12.642  13.280   0.038   0.950   0.020     772.710  113547.61
65gp       Typical   ram     4096   18    8  12.927  13.626   0.037   0.950   0.020     777.210  117365.79
65gp       Typical   ram     4096   19    8  13.212  13.972   0.037   0.950   0.020     781.649  121183.97
65gp       Typical   ram     4096   20    8  13.495  14.317   0.038   0.950   0.020     786.028  125002.15
65gp       Typical   ram     4096   21    8  13.780  14.663   0.038   0.950   0.020     790.350  128820.33
65gp       Typical   ram     4096   22    8  14.065  15.009   0.038   0.965   0.020     794.616  132638.50
65gp       Typical   ram     4096   23    8  14.350  15.354   0.038   1.002   0.020     798.828  136456.68
65gp       Typical   ram     4096   24    8  14.635  15.700   0.038   1.039   0.020     802.987  140274.86
65gp       Typical   ram     4096   25    8  14.920  16.047   0.038   1.076   0.020     807.095  144093.04
65gp       Typical   ram     4096   26    8  15.204  16.391   0.038   1.114   0.020     811.153  147911.22
65gp       Typical   ram     4096   27    8  15.489  16.738   0.038   1.151   0.020     815.163  151729.39
65gp       Typical   ram     4096   28    8  15.774  17.084   0.039   1.188   0.020     819.125  155547.57
65gp       Typical   ram     4096   29    8  16.059  17.429   0.039   1.225   0.020     823.043  159365.75
65gp       Typical   ram     4096   30    8  16.345  17.775   0.039   1.261   0.020     826.915  163183.93
65gp       Typical   ram     4096   31    8  16.630  18.121   0.039   1.298   0.020     830.744  167002.11
65gp       Typical   ram     4096   32    8  16.915  18.466   0.039   1.335   0.020     834.530  170820.28
65gp       Typical   ram     4096   64    8  26.046  29.528   0.041   2.521   0.020     938.597  293001.98
65gp       Typical   ram     4096  128    8  45.188  53.192   0.043   4.992   0.017    1093.224  537365.37
65gp       Typical   ram     8192    4   16  10.255   9.558   0.045   0.961   0.044     720.265   79184.01
65gp       Typical   ram     8192    8   16  12.734  11.836   0.045   0.960   0.027     758.469  109729.44
65gp       Typical   ram     8192   12   16  15.237  14.169   0.046   0.966   0.027     792.624  140274.86
65gp       Typical   ram     8192   16    8  17.547  18.612   0.055   1.656   0.033    1510.723  198489.23
65gp       Typical   ram     8192   17    8  17.892  19.055   0.055   1.656   0.032    1520.007  205395.92
65gp       Typical   ram     8192   18    8  18.238  19.499   0.054   1.656   0.032    1529.174  212302.61
65gp       Typical   ram     8192   19    8  18.584  19.942   0.054   1.655   0.031    1538.229  219209.30
65gp       Typical   ram     8192   20    8  18.930  20.385   0.053   1.655   0.031    1547.175  226115.99
65gp       Typical   ram     8192   21    8  19.276  20.828   0.052   1.655   0.031    1556.014  233022.68
65gp       Typical   ram     8192   22    8  19.622  21.271   0.052   1.655   0.030    1564.749  239929.37
65gp       Typical   ram     8192   23    8  19.970  21.714   0.051   1.655   0.030    1573.384  246836.06
65gp       Typical   ram     8192   24    8  20.316  22.158   0.051   1.654   0.030    1581.920  253742.75
65gp       Typical   ram     8192   25    8  20.663  22.601   0.050   1.654   0.029    1590.360  260649.44
65gp       Typical   ram     8192   26    8  21.011  23.044   0.050   1.654   0.029    1598.707  267556.13
65gp       Typical   ram     8192   27    8  21.357  23.487   0.049   1.654   0.029    1606.963  274462.82
65gp       Typical   ram     8192   28    8  21.704  23.930   0.049   1.654   0.029    1615.130  281369.51
65gp       Typical   ram     8192   29    8  22.051  24.372   0.049   1.654   0.028    1623.211  288276.20
65gp       Typical   ram     8192   30    8  22.400  24.815   0.048   1.653   0.028    1631.208  295182.89
65gp       Typical   ram     8192   31    8  22.747  25.259   0.048   1.653   0.028    1639.123  302089.58
65gp       Typical   ram     8192   32    8  23.094  25.702   0.048   1.653   0.028    1646.957  308996.27
65gp       Typical   ram     8192   64    8  34.245  39.867   0.041   2.480   0.025    1864.662  530010.35
65gp       Typical   ram     8192  128    8  56.978  68.650   0.046   5.091   0.023    2193.321  972038.51
65gp       Typical   ram    16384    4   32   3.945   3.441   0.012   0.309   0.015     776.948  109729.44
65gp       Typical   ram    16384    8   16  17.546  17.172   0.038   1.655   0.050    1497.048  198489.23
65gp       Typical   ram    16384   12   16  20.717  20.235   0.042   1.662   0.044    1566.788  253742.75
65gp       Typical   ram    16384   16   16  23.885  23.296   0.044   1.685   0.041    1630.438  308996.27
65gp       Typical   ram    16384   17   16  24.677  24.061   0.044   1.691   0.041    1645.535  322809.65
65gp       Typical   ram    16384   18   16  25.469  24.825   0.044   1.697   0.040    1660.336  336623.03
65gp       Typical   ram    16384   19   16  26.261  25.590   0.045   1.702   0.040    1674.855  350436.41
65gp       Typical   ram    16384   20   16  27.053  26.354   0.045   1.708   0.039    1689.106  364249.79
65gp       Typical   ram    16384   21   16  27.844  27.119   0.045   1.713   0.039    1703.098  378063.17
65gp       Typical   ram    16384   22   16  28.637  27.883   0.045   1.718   0.039    1716.845  391876.55
65gp       Typical   ram    16384   23   16  29.428  28.645   0.046   1.724   0.038    1730.357  405689.93
65gp       Typical   ram    16384   24   16  30.220  29.410   0.046   1.727   0.038    1743.644  419503.31
65gp       Typical   ram    16384   25   16  31.011  30.173   0.046   1.732   0.038    1756.715  433316.69
65gp       Typical   ram    16384   26   16  31.804  30.937   0.046   1.737   0.038    1769.580  447130.07
65gp       Typical   ram    16384   27   16  32.596  31.701   0.046   1.742   0.037    1782.246  460943.45
65gp       Typical   ram    16384   28   16  33.387  32.465   0.046   1.747   0.037    1794.723  474756.83
65gp       Typical   ram    16384   29   16  34.180  33.229   0.047   1.751   0.037    1807.017  488570.21
65gp       Typical   ram    16384   30   16  34.971  33.992   0.047   1.756   0.037    1819.136  502383.59
65gp       Typical   ram    16384   31   16  35.763  34.756   0.047   1.760   0.037    1831.086  516196.97
65gp       Typical   ram    16384   32   16  36.554  35.519   0.047   1.765   0.037    1842.874  530010.35
65gp       Typical   ram    16384   64   16  59.905  58.911   0.043   2.867   0.032    2161.012  972038.51
65gp       Typical   ram    32768    4   32   5.783   5.348   0.013   0.576   0.017    1630.908  198489.23
65gp       Typical   ram    32768    8   32   7.824   6.886   0.013   0.576   0.012    1656.582  308996.27
65gp       Typical   ram    32768   12   32   9.866   8.424   0.013   0.576   0.011    1682.256  419503.31
65gp       Typical   ram    32768   16   32  11.908   9.961   0.013   0.575   0.011    1707.929  530010.35
65gp       Typical   ram    32768   17   32  12.418  10.346   0.013   0.575   0.011    1714.348  557637.11
65gp       Typical   ram    32768   18   32  12.928  10.731   0.013   0.575   0.011    1720.766  585263.87
65gp       Typical   ram    32768   19   32  13.439  11.115   0.013   0.575   0.011    1727.185  612890.63
65gp       Typical   ram    32768   20   32  13.949  11.499   0.013   0.575   0.011    1733.603  640517.39
65gp       Typical   ram    32768   21   32  14.460  11.884   0.013   0.575   0.011    1740.021  668144.15
65gp       Typical   ram    32768   22   32  14.970  12.268   0.013   0.575   0.011    1746.440  695770.91
65gp       Typical   ram    32768   23   32  15.480  12.652   0.013   0.574   0.011    1752.858  723397.67
65gp       Typical   ram    32768   24   32  15.991  13.037   0.013   0.574   0.011    1759.277  751024.43
65gp       Typical   ram    32768   25   32  16.501  13.421   0.013   0.574   0.011    1765.695  778651.19
65gp       Typical   ram    32768   26   32  17.012  13.806   0.013   0.574   0.011    1772.114  806277.95
65gp       Typical   ram    32768   27   32  17.522  14.190   0.013   0.574   0.011    1778.532  833904.71
65gp       Typical   ram    32768   28   32  18.032  14.574   0.013   0.574   0.011    1784.951  861531.47
65gp       Typical   ram    32768   29   32  18.543  14.959   0.013   0.574   0.011    1791.369  889158.23
65gp       Typical   ram    32768   30   32  19.053  15.344   0.013   0.574   0.011    1797.788  916784.99
65gp       Typical   ram    32768   31   32  19.564  15.728   0.013   0.574   0.011    1804.206  944411.75
65gp       Typical   ram    32768   32   32  20.074  16.113   0.013   0.576   0.011    1810.625  972038.50
65gp       Worst     ram       32    4    8   3.242   2.799   0.031   0.208   0.025      41.159   11758.32
65gp       Worst     ram       32    8    8   3.885   3.542   0.031   0.364   0.017      41.066   14568.18
65gp       Worst     ram       32   12    8   4.532   4.287   0.031   0.484   0.012      40.975   17378.03
65gp       Worst     ram       32   16    8   5.180   5.033   0.031   0.605   0.010      40.884   20187.88
65gp       Worst     ram       32   17    8   5.342   5.217   0.031   0.635   0.010      40.862   20890.34
65gp       Worst     ram       32   18    8   5.502   5.405   0.031   0.665   0.010      40.839   21592.81
65gp       Worst     ram       32   19    8   5.665   5.592   0.031   0.696   0.010      40.816   22295.27
65gp       Worst     ram       32   20    8   5.828   5.776   0.031   0.726   0.010      40.793   22997.76
65gp       Worst     ram       32   21    8   5.987   5.964   0.031   0.756   0.010      40.771   23700.20
65gp       Worst     ram       32   22    8   6.150   6.149   0.031   0.786   0.010      40.750   24402.66
65gp       Worst     ram       32   23    8   6.313   6.339   0.031   0.816   0.010      40.727   25105.13
65gp       Worst     ram       32   24    8   6.476   6.524   0.031   0.846   0.010      40.705   25807.59
65gp       Worst     ram       32   25    8   6.635   6.712   0.031   0.877   0.010      40.682   26510.08
65gp       Worst     ram       32   26    8   6.798   6.896   0.031   0.907   0.010      40.661   27212.52
65gp       Worst     ram       32   27    8   6.961   7.087   0.031   0.937   0.010      40.639   27914.98
65gp       Worst     ram       32   28    8   7.121   7.271   0.031   0.967   0.010      40.617   28617.45
65gp       Worst     ram       32   29    8   7.286   7.459   0.031   0.997   0.010      40.595   29319.91
65gp       Worst     ram       32   30    8   7.449   7.644   0.031   1.027   0.010      40.573   30022.40
65gp       Worst     ram       32   31    8   7.609   7.834   0.031   1.058   0.010      40.551   30724.84
65gp       Worst     ram       32   32    8   7.772   8.019   0.031   1.088   0.010      40.530   31427.30
65gp       Worst     ram       32   64    8  12.960  14.003   0.031   2.053   0.013      39.862   53906.14
65gp       Worst     ram       32  128    8  23.342  25.977   0.031   3.983   0.013      38.677   98863.83
65gp       Worst     ram       64    4    8   3.411   2.983   0.031   0.219   0.028      67.386   13422.08
65gp       Worst     ram       64    8    8   4.068   3.745   0.031   0.364   0.018      67.327   16629.52
65gp       Worst     ram       64   12    8   4.728   4.508   0.031   0.484   0.013      67.271   19836.95
65gp       Worst     ram       64   16    8   5.389   5.272   0.031   0.605   0.011      67.213   23044.39
65gp       Worst     ram       64   17    8   5.555   5.461   0.031   0.635   0.011      67.200   23846.25
65gp       Worst     ram       64   18    8   5.718   5.653   0.031   0.665   0.011      67.185   24648.12
